5.474938117139999667e+04 1.239116044551624718e-03 1.779538713124018384e-03
5.476524117139999726e+04 2.383752288624474414e-03 1.703598847385584840e-03
5.478520117139999638e+04 1.711691525860509211e-03 1.816596289651349313e-03
5.480308117140000104e+04 -4.309737553759906969e-03 1.665857196667911095e-03
5.481295117139999638e+04 -6.840644403199674928e-03 1.624161001109915596e-03
5.483098117140000249e+04 9.206189229405331576e-03 1.675996764318845103e-03
5.485579117140000017e+04 -2.073691003485672590e-03 1.584832762520551035e-03
5.487286117139999988e+04 4.299519359483860992e-04 1.430539181354733517e-03
5.488275117139999929e+04 1.119989602886856117e-02 1.425408281471285702e-03
5.488378117139999813e+04 7.070126833579465364e-03 1.424369406484530479e-03
5.488471117139999842e+04 -2.055001821986146560e-04 1.359955988301796235e-03
5.490767117139999755e+04 7.871212104290814526e-03 1.388656242137332368e-03
5.493062117140000191e+04 -2.622454945606533805e-03 1.384496597505097517e-03
5.494580117140000220e+04 -6.268152111578634278e-03 1.438955642591213538e-03
5.497156117139999697e+04 -7.739304247015327265e-03 1.484446884915441647e-03
5.497255117140000220e+04 4.966147245538676813e-04 1.470480570240538304e-03
5.499145117139999638e+04 -1.702314024634360434e-03 1.485862360318365109e-03
5.501341117140000279e+04 1.437195861836570998e-02 1.492681648931463512e-03
5.503831117139999697e+04 3.221110796221698935e-03 1.322743531910784004e-03
5.505446117139999842e+04 3.042917229553160352e-03 1.291635827655840309e-03
5.507321117139999842e+04 -6.253555247597575306e-04 1.480844668883147478e-03
5.509541117140000279e+04 -5.286664035469845757e-05 1.458596830491214148e-03
5.511531117139999697e+04 -2.104871636866567641e-04 1.394329302049252938e-03
5.513318117139999958e+04 4.822928138907695006e-03 1.316239129214793243e-03
5.514614117139999871e+04 -5.767542559133170821e-03 1.415703229974555602e-03
5.516297117140000046e+04 -1.963100331777337115e-02 1.359824614071036570e-03
5.520407117139999900e+04 3.132712229299866591e-03 1.262505314101649342e-03
5.523103117139999813e+04 -8.310212194313909562e-03 1.161487657627322933e-03
5.524775117139999929e+04 -1.474194796103028837e-02 1.260009392142679959e-03
5.526972117140000046e+04 -7.299255585254904588e-03 1.382087378662383509e-03
5.529288117139999667e+04 2.984767424335177388e-03 1.084477358778165954e-03
5.530977117140000337e+04 8.712277497130993531e-04 1.064382376076526476e-03
5.532676117140000133e+04 3.194861432187751094e-03 1.236000870733385036e-03
5.534452117140000337e+04 -8.015589739915424117e-03 1.300346801579806404e-03
5.536461117139999988e+04 -4.283602474077580213e-03 1.320324682950194551e-03
5.538640117140000075e+04 1.253779609387099814e-02 1.142027597503242732e-03
5.540544117140000162e+04 -8.553236503202610308e-04 1.222184954534940096e-03
5.542545117139999638e+04 3.782108124699479212e-03 1.305201742661247361e-03
5.544518117139999958e+04 -7.453317623435234962e-03 1.291728108282276825e-03
5.545643117139999958e+04 -4.883639612261431173e-03 1.214759953219728995e-03
5.545913117139999667e+04 8.651674193166369875e-04 1.162335923623291798e-03
